Project Name,Owner,Developer,TCAD ID,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C. of O. Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount,% of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Sendero Hills,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78724,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/26/2012,10,07/26/2022,11/24/2003,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2949075213409, -97.647290077249494)"
Retreat at North Bluff,"VILLAGE ON LITTLE TEXAS, LLC",Austin Housing Finance Corporation,,6212 Crow Lane,78745,2,Very Low,1/4 Mile,240,240,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,08/18/2009,99,08/18/2008,11/26/2008,02/25/2011,,,24,0,26,0,0,190,0,0,$2940000.00,667.76%,No,No,No,No,No,No,Yes,No,No,No,"(30.200676191504201, -97.772532928959606)"
Anderson Community Development Corporation - SF,Anderson Community Development Corporation,Anderson Community Development Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/27/2012,20,09/27/2032,,,,,0,0,0,0,0,1,0,0,$136313.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.269816755272, -97.727576459392495)"
Capital Studios,"Foundation Communities, Inc.","Foundation Communities, Inc.",,309 E 11th Street,78701,1,High,1/4 Mile,135,135,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,12/30/2014,40,12/30/1954,07/31/2012,12/30/2014,,,27,27,81,0,0,0,0,0,$4660000.00,322.17%,No,No,No,No,No,No,Yes,No,No,No,"(30.271752180156799, -97.738085783688305)"
Lakeline Station,"Foundation Communities, Inc","Foundation Communities, Inc.",,13635 Rutledge Spur,78717,6,Very High,Neither,128,128,Multifamily,RHDA,Rental,Building Permit Issued / Project Underway,09/09/2014,40,09/09/1954,01/29/2014,,,,13,0,64,51,0,0,0,0,$2975000.00,889.11%,No,No,No,No,No,No,Yes,No,No,No,"(30.476253081060399, -97.780344989232603)"
Live Oak Trails,"Foundation Communities, Inc.","Foundation Communities, Inc.",,8500 US Highway 71 W,78735,8,Moderate,1/2 Mile,58,58,Multifamily,RHDA,Rental,Building Permit Issued / Project Underway,08/13/2014,40,08/13/1954,01/29/2014,,,,12,12,34,0,0,0,0,0,$1750000.00,855.25%,No,No,No,No,No,No,Yes,No,No,No,"(30.248559381155399, -97.8900821644269)"
Parkwest Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,,10616 Mellow Meadows Drive,78750,6,Moderate,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,12/30/2014,99,12/23/2012,,,,,0,0,1,0,0,0,0,0,$82583.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.4604230013685, -97.801727908379902)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/02/2016,15,09/02/2031,01/27/2015,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.2384589957936, -97.698097745188903)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2016,15,09/30/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.2383681507029, -97.698157874215099)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/23/2016,15,09/23/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.238269543584501, -97.698229744923694)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,05/23/2016,10,05/23/2026,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.2380979283298, -97.697867812532195)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/25/2016,15,10/25/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$771067.64,149.72%,No,No,No,No,No,No,Yes,No,No,No,"(30.238166231384799, -97.698269434574897)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/02/2016,10,09/02/2026,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.2379893350858, -97.697942236510002)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,09/16/2016,15,09/16/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.238089926832998, -97.698354538784301)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/26/2016,15,08/26/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.237883298281101, -97.6980419944571)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/25/2016,15,10/25/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.238005879604, -97.698453664727793)"
Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,,Undisclosed,78617,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/17/2011,36,06/17/2047,,,,,0,0,0,0,0,1,0,0,$16500.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.172165767266002, -97.6185709061062)"
Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,,Undisclosed,78617,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/01/2010,30,07/01/2010,,,,,0,0,0,0,0,1,0,0,$105300.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.170913627219399, -97.619551658443996)"
Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,,Undisclosed,78754,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/28/2011,36,03/28/2047,,,,,0,0,0,0,0,1,0,0,$112514.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.3744499621877, -97.649422871538107)"
Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,,Undisclosed,78617,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/05/2011,31,12/05/2042,,,,,0,0,0,0,0,1,0,0,$70692.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.173751796257399, -97.617857126426102)"
"Westgate Grove, Phase II (aka Westgate II Subdivision)","Westgate Momark, LLC",HomeBase Texas,,8701 Westgate Boulevard,78745,5,High,1/4 Mile,88,88,Single Family,A&D,Ownership,Project Certified / Loan Executed,,1,,02/24/2011,,,,0,0,0,0,0,88,0,0,$1250000.00,388.18%,No,No,No,No,No,No,Yes,No,No,No,"(30.1923715395199, -97.832268090161094)"
Chestnut Neighborhood Revitalization Corporation - SF,Undisclosed,Chestnut Neighborhood Revitalization Corporation,,Undisclosed,78702,1,Low,Neither,1,1,Single Family,A&D,Ownership,Affordability Period Expired,06/30/2005,1,06/30/2006,,,,,0,0,0,0,0,1,0,0,$21017.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.279979908797198, -97.715975392062603)"
Guadalupe Neighborhood Development Corporation - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,,Undisclosed,78702,1,Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/19/2013,99,08/19/2012,04/10/2009,06/20/2014,,,0,0,0,0,0,1,0,0,$245000.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2669432028902, -97.729739177471203)"
Guadalupe Neighborhood Development Corporation - SF,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78702,3,Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/18/2012,99,07/18/2011,,,,,0,0,0,0,0,1,0,0,$122500.00,50.61%,No,No,No,No,No,No,Yes,No,No,No,"(30.258337361042202, -97.731122603368604)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/22/2010,10,06/22/2020,,,,,0,0,0,0,0,1,0,0,$914470.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312094660116301, -97.681496484287806)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/22/2009,10,12/22/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312194702840898, -97.682385302669203)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2009,10,09/30/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311880379676001, -97.682680125927106)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/18/2009,10,12/18/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3118169199542, -97.682497501557094)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,04/14/2010,10,04/14/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311773218863799, -97.682347334347995)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/14/2009,10,08/14/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3121164666005, -97.682181083942893)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,05/05/2010,10,05/05/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3117389137945, -97.682188698819701)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/15/2010,10,10/15/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311323593986799, -97.6821362655283)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/02/2013,10,10/02/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311735273192099, -97.682012673467398)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/16/2009,10,09/16/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311236306717198, -97.681965201986998)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,6,6,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/19/2013,10,06/19/2023,,,,,0,0,0,0,0,6,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312358572730801, -97.682072456648896)"
Meadow Lake Subdivision,Austin Habitat for Humanity,Austin Habitat for Humanity,555730,7051 Meadow Lake Boulevard,78744,2,Low,Neither,60,60,Single Family,A&D,Ownership,Project Certified / Loan Executed,,,,,,,,0,0,0,0,0,60,0,0,$942896.00,944.37%,No,No,No,No,No,No,Yes,No,No,No,"(30.1771080797823, -97.755079989286898)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,04/08/2010,10,04/08/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3109075017096, -97.682103666260502)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/23/2009,10,12/23/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311736415954101, -97.681836548387906)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/15/2013,10,08/15/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311313637160598, -97.681770563810701)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/03/2011,10,08/03/2021,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312284773209399, -97.681893028312402)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/22/2009,10,12/22/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3108995904811, -97.681952548975303)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2009,10,09/30/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311787755392999, -97.681664528045403)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,05/14/2013,10,05/14/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312223419416799, -97.681696587911404)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/07/2010,10,06/07/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311910985863499, -97.681504289723193)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,04/13/2010,10,04/12/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311345813136299, -97.681593555005605)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/30/2013,10,07/30/2023,,01/13/2013,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311395045226099, -97.681435350901097)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/27/2011,10,12/27/2021,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311444589077698, -97.681290895836199)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/20/2013,10,03/20/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311510590659299, -97.681134988400601)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/03/2011,10,08/03/2021,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311046206195599, -97.680913870500206)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/16/2013,10,09/16/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311547976816801, -97.680979867273606)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/25/2013,10,09/25/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.312094660116301, -97.681496484287806)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/29/2009,10,12/29/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3102970703575, -97.6811710988421)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/17/2009,10,07/17/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310384396482199, -97.681006333465703)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/30/2009,10,06/30/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3103249697404, -97.681365696533305)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2009,10,09/30/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310573681700799, -97.680924100686696)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2009,10,09/30/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310739929073399, -97.680996561433801)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/31/2009,10,03/31/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310471485434999, -97.681524035472606)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/27/2013,10,03/27/2023,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3108544146334, -97.681106265818798)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,04/27/2010,10,04/27/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310706806936501, -97.681589114997905)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/17/2009,10,07/17/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310986951751801, -97.681165895867295)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/17/2009,10,06/17/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.3108280102858, -97.681676572423399)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/17/2009,10,07/17/2019,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.311105806962299, -97.681227582195802)"
Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78723,1,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/04/2010,10,06/04/2020,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.310971339989401, -97.681680907548298)"
Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78744,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,11/19/2009,15,11/19/2024,,,,,0,0,0,0,0,1,0,0,$154580.00,32.45%,No,No,No,No,No,No,Yes,No,No,No,"(30.1789336236391, -97.760431567375505)"
Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78744,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/24/2010,15,02/25/2025,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.179128955907501, -97.760320983548297)"
Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78744,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/17/2009,15,03/17/2024,,,,,0,0,0,0,0,1,0,0,$234580.00,32.85%,No,No,No,No,No,No,Yes,No,No,No,"(30.1788256013023, -97.760013356602798)"
Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78744,2,Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,03/17/2009,15,03/17/2024,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.178930519282499, -97.759918633703194)"
